bundle	pathid	name	width	height	format	mips	streamed	bytes
weaponmodmaterials_assets_polonium556k_4c8e14867914f2c8bc65ad5d50d413e3.bundle	-9168818934111133027	polonium556k_polonium-kcan_BaseMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_polonium556k_4c8e14867914f2c8bc65ad5d50d413e3.bundle	4532903244949490094	polonium556k_polonium-kcan_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_polonium556k_4c8e14867914f2c8bc65ad5d50d413e3.bundle	5705597695413266798	polonium556k_polonium-kcan_MaskMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_poloniumcan1_749b297b206f6347ced220a9853b8289.bundle	-5480681929246642844	polonium2_poloniumcan.001_MaskMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_poloniumcan1_749b297b206f6347ced220a9853b8289.bundle	-2330933453816138388	polonium2_poloniumcan.001_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_poloniumcan1_749b297b206f6347ced220a9853b8289.bundle	8714508190679603844	polonium2_poloniumcan.001_BaseMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_poloniumcan2_793d855126cb8ce0d4689b355d776190.bundle	-7372433882646937302	polonium2_poloniumcan.001_BaseMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_poloniumcan2_793d855126cb8ce0d4689b355d776190.bundle	-2330933453816138388	polonium2_poloniumcan.001_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_poloniumcan2_793d855126cb8ce0d4689b355d776190.bundle	5235161576556097504	polonium2_poloniumcan.001_MaskMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_poloniumcan_0b578214a5d984bcbe1e8bc84b9c9193.bundle	-2330933453816138388	polonium2_poloniumcan.001_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_poloniumcan_0b578214a5d984bcbe1e8bc84b9c9193.bundle	2742812785408067409	polonium2_poloniumcan.001_BaseMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_poloniumcan_0b578214a5d984bcbe1e8bc84b9c9193.bundle	8251860899132500943	polonium2_poloniumcan.001_MaskMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_primer_new_silver_205e896318ad7c701c3338ec6b9bdea2.bundle	-6505047475032810517	primer_mask	64	64	DXT5	7	1	5488
weaponmodmaterials_assets_primer_new_silver_205e896318ad7c701c3338ec6b9bdea2.bundle	-6384658643204199435	Primer_New_NormalOpenGL	64	64	DXT5	7	1	5488
weaponmodmaterials_assets_primer_new_silver_205e896318ad7c701c3338ec6b9bdea2.bundle	3813477054972511693	Primer_Silver_Color	64	64	DXT1	7	1	2744
weaponmodmaterials_assets_psoglassscope_683ee7f70a6b7095ffc255b0c144b81b.bundle	4590790808568660992	PSO RETICLE	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_qdwave_0c0af401518432e9ea98a63d7e3bea9c.bundle	-6933222781324675745	Suppressors_WAWE_QD_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_qdwave_0c0af401518432e9ea98a63d7e3bea9c.bundle	-2202993776333756596	QD WAVE_MaskMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_qdwave_0c0af401518432e9ea98a63d7e3bea9c.bundle	6633623655751058008	Suppressors_WAWE_QD_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_rail_ar_mcmr_101_d297c3c3b79ab415dae294bdc6af5d8a.bundle	1013527397004246099	rail_ar_mcmr_10_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_101_d297c3c3b79ab415dae294bdc6af5d8a.bundle	1398068536998980394	rail_ar_mcmr_10_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_101_d297c3c3b79ab415dae294bdc6af5d8a.bundle	5748014362327689615	rail_ar_mcmr_10_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_101_d297c3c3b79ab415dae294bdc6af5d8a.bundle	7709346597738411948	rail_ar_mcmr_10_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_10_19581d0b6a6329642f63b6a366816c4c.bundle	1013527397004246099	rail_ar_mcmr_10_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_10_19581d0b6a6329642f63b6a366816c4c.bundle	5748014362327689615	rail_ar_mcmr_10_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_10_19581d0b6a6329642f63b6a366816c4c.bundle	7709346597738411948	rail_ar_mcmr_10_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_10_19581d0b6a6329642f63b6a366816c4c.bundle	8882489208445706487	rail_ar_mcmr_10_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_131_6738d758f846b5d23b8afa2d6cdd8769.bundle	-5810699951839547930	rail_ar_mcmr_13_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_131_6738d758f846b5d23b8afa2d6cdd8769.bundle	1951313295277621618	rail_ar_mcmr_13_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_131_6738d758f846b5d23b8afa2d6cdd8769.bundle	3965588696741790238	rail_ar_mcmr_13_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_131_6738d758f846b5d23b8afa2d6cdd8769.bundle	7204215317616007831	rail_ar_mcmr_13_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_13_e81ec65c92f5f403e1cb943b1e788459.bundle	-9141770004764179292	rail_ar_mcmr_13_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_13_e81ec65c92f5f403e1cb943b1e788459.bundle	-5810699951839547930	rail_ar_mcmr_13_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_13_e81ec65c92f5f403e1cb943b1e788459.bundle	3965588696741790238	rail_ar_mcmr_13_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_13_e81ec65c92f5f403e1cb943b1e788459.bundle	7204215317616007831	rail_ar_mcmr_13_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_151_7197c957c542a53ef3fc4401f85973a4.bundle	-8272618707079353828	rail_ar_mcmr_15_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_151_7197c957c542a53ef3fc4401f85973a4.bundle	-4391821881743089336	rail_ar_mcmr_15_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_151_7197c957c542a53ef3fc4401f85973a4.bundle	2832664255530864793	rail_ar_mcmr_15_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_151_7197c957c542a53ef3fc4401f85973a4.bundle	7615252396962071354	rail_ar_mcmr_15_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_15_afd41249b84a4e553961bf8acba53560.bundle	-8272618707079353828	rail_ar_mcmr_15_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_15_afd41249b84a4e553961bf8acba53560.bundle	-4391821881743089336	rail_ar_mcmr_15_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_15_afd41249b84a4e553961bf8acba53560.bundle	-637390576184058588	rail_ar_mcmr_15_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_15_afd41249b84a4e553961bf8acba53560.bundle	2832664255530864793	rail_ar_mcmr_15_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_71_3268919f8bc6184a9a4c7a2334689b93.bundle	-8349374828643897076	rail_ar_mcmr_7_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_71_3268919f8bc6184a9a4c7a2334689b93.bundle	-5959665061834371955	rail_ar_mcmr_7_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_71_3268919f8bc6184a9a4c7a2334689b93.bundle	-811119912491246800	rail_ar_mcmr_7_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_71_3268919f8bc6184a9a4c7a2334689b93.bundle	3403768418256992365	rail_ar_mcmr_7_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_7_f66732b2fd490a38bcd66ae59df2844f.bundle	-5959665061834371955	rail_ar_mcmr_7_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_7_f66732b2fd490a38bcd66ae59df2844f.bundle	-811119912491246800	rail_ar_mcmr_7_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_7_f66732b2fd490a38bcd66ae59df2844f.bundle	3403768418256992365	rail_ar_mcmr_7_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_7_f66732b2fd490a38bcd66ae59df2844f.bundle	7578863888142260905	rail_ar_mcmr_7_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_81_9bac33aa953b304b7cd2833539d0d990.bundle	2521235041279888820	rail_ar_mcmr_8_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_81_9bac33aa953b304b7cd2833539d0d990.bundle	6103704042563326864	rail_ar_mcmr_8_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_81_9bac33aa953b304b7cd2833539d0d990.bundle	8528748951637369240	rail_ar_mcmr_8_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_81_9bac33aa953b304b7cd2833539d0d990.bundle	8547963409532156839	rail_ar_mcmr_8_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_8_39c2f2a9471c839f419ac2562da3fdea.bundle	2521235041279888820	rail_ar_mcmr_8_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_8_39c2f2a9471c839f419ac2562da3fdea.bundle	6103704042563326864	rail_ar_mcmr_8_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_8_39c2f2a9471c839f419ac2562da3fdea.bundle	8528748951637369240	rail_ar_mcmr_8_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_8_39c2f2a9471c839f419ac2562da3fdea.bundle	8780690018044235082	rail_ar_mcmr_8_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_91_a461f7fc87e4a5d0a0585833747625e3.bundle	-8063878547927556667	rail_ar_mcmr_9_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_91_a461f7fc87e4a5d0a0585833747625e3.bundle	-6392508132713616445	rail_ar_mcmr_9_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_91_a461f7fc87e4a5d0a0585833747625e3.bundle	-571056209103780728	rail_ar_mcmr_9_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_91_a461f7fc87e4a5d0a0585833747625e3.bundle	7777919521720198493	rail_ar_mcmr_9_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mcmr_9_7c39b3eea5fbada44e65f126ec303787.bundle	-8063878547927556667	rail_ar_mcmr_9_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_9_7c39b3eea5fbada44e65f126ec303787.bundle	-6392508132713616445	rail_ar_mcmr_9_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_9_7c39b3eea5fbada44e65f126ec303787.bundle	-571056209103780728	rail_ar_mcmr_9_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mcmr_9_7c39b3eea5fbada44e65f126ec303787.bundle	4143502720887126141	rail_ar_mcmr_9_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mk16_10-51_8d6fd16a17ee5dc396631e770a9bb161.bundle	-9067396203318018701	rail_ar_mk16_10-5_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_10-51_8d6fd16a17ee5dc396631e770a9bb161.bundle	-930910983340363744	rail_ar_mk16_10-5_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_10-51_8d6fd16a17ee5dc396631e770a9bb161.bundle	5507300448799230184	rail_ar_mk16_10-5_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_10-52_c121a15beac3eccaae99efbf8ffdeb1c.bundle	4589686000316737362	rail_ar_mk16_10-5_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_10-52_c121a15beac3eccaae99efbf8ffdeb1c.bundle	5590435999539746235	rail_ar_mk16_10-5_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_10-52_c121a15beac3eccaae99efbf8ffdeb1c.bundle	7976721740532612401	rail_ar_mk16_10-5_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_10-52_c121a15beac3eccaae99efbf8ffdeb1c.bundle	9135940740753894883	rail_ar_mk16_10-5_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mk16_10-5_9761de1d01154e5aa5cfa7a7742b462c.bundle	-9067396203318018701	rail_ar_mk16_10-5_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_10-5_9761de1d01154e5aa5cfa7a7742b462c.bundle	-930910983340363744	rail_ar_mk16_10-5_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_10-5_9761de1d01154e5aa5cfa7a7742b462c.bundle	2445513128598591484	rail_ar_mk16_10-5_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mk16_10-5_9761de1d01154e5aa5cfa7a7742b462c.bundle	5507300448799230184	rail_ar_mk16_10-5_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_13-511_e52d5fc8c09f44904f9c4688580d67ff.bundle	-7570595387892636909	rail_ar_mk16_13-5_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_13-511_e52d5fc8c09f44904f9c4688580d67ff.bundle	-2826502217940327723	rail_ar_mk16_13-5_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_13-511_e52d5fc8c09f44904f9c4688580d67ff.bundle	1588375720103539254	rail_ar_mk16_13-5_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_13-51_22ed4f97855e085848d86056488370ae.bundle	-7570595387892636909	rail_ar_mk16_13-5_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_13-51_22ed4f97855e085848d86056488370ae.bundle	-3884383610291001199	rail_ar_mk16_13-5_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mk16_13-51_22ed4f97855e085848d86056488370ae.bundle	-2826502217940327723	rail_ar_mk16_13-5_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_13-51_22ed4f97855e085848d86056488370ae.bundle	1588375720103539254	rail_ar_mk16_13-5_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_13-5_4dabf0f56fee46dbd273d25397cb3af4.bundle	-2330047192238362012	rail_ar_mk16_13-5_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mk16_13-5_4dabf0f56fee46dbd273d25397cb3af4.bundle	2087577068206070635	rail_ar_mk16_13-5_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_13-5_4dabf0f56fee46dbd273d25397cb3af4.bundle	5796876909032148564	rail_ar_mk16_13-5_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_13-5_4dabf0f56fee46dbd273d25397cb3af4.bundle	9149341222222112658	rail_ar_mk16_13-5_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_9-31_cc679eb517a2f7cbb21d51e1e8d9d1ce.bundle	-4238828652432033978	rail_ar_mk16_9-3_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_9-31_cc679eb517a2f7cbb21d51e1e8d9d1ce.bundle	-3963282513231616689	rail_ar_mk16_9-3_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_9-31_cc679eb517a2f7cbb21d51e1e8d9d1ce.bundle	-2290766967389652917	rail_ar_mk16_9-3_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_9-32_2b90b1fd103701efcd73318b41319f9b.bundle	-4238828652432033978	rail_ar_mk16_9-3_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_9-32_2b90b1fd103701efcd73318b41319f9b.bundle	-3963282513231616689	rail_ar_mk16_9-3_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_9-32_2b90b1fd103701efcd73318b41319f9b.bundle	-2859723157303087852	rail_ar_mk16_9-3_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mk16_9-32_2b90b1fd103701efcd73318b41319f9b.bundle	-2290766967389652917	rail_ar_mk16_9-3_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_9-3_a53bb65ef598e8f5c45129f47313ed0e.bundle	-8004498788964278878	rail_ar_mk16_9-3_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_9-3_a53bb65ef598e8f5c45129f47313ed0e.bundle	-211085022792560462	rail_ar_mk16_9-3_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_9-3_a53bb65ef598e8f5c45129f47313ed0e.bundle	6695757253881530809	rail_ar_mk16_9-3_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk16_9-3_a53bb65ef598e8f5c45129f47313ed0e.bundle	7032882482587827728	rail_ar_mk16_9-3_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_rail_ar_mk4_10fed1_d7939322513eaf8a80438243c3f76754.bundle	-2506589769170866540	rail_ar_mk4_10fed_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_10fed1_d7939322513eaf8a80438243c3f76754.bundle	-170050783670318870	rail_ar_mk4_10fed_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_10fed1_d7939322513eaf8a80438243c3f76754.bundle	5203068029173270730	rail_ar_mk4_10fed_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_rail_ar_mk4_10fed1_d7939322513eaf8a80438243c3f76754.bundle	6200308597007295636	rail_ar_mk4_10fed_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_10fed21_9cddf3646157f096c682c862fa203a23.bundle	-2506589769170866540	rail_ar_mk4_10fed_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_10fed21_9cddf3646157f096c682c862fa203a23.bundle	-170050783670318870	rail_ar_mk4_10fed_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_10fed21_9cddf3646157f096c682c862fa203a23.bundle	6200308597007295636	rail_ar_mk4_10fed_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_10fed2_1664d8375d44c0582ed896cd51082291.bundle	-9039149269209548530	rail_ar_mk4_10fed_SpecularSmoothness	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_rail_ar_mk4_10fed2_1664d8375d44c0582ed896cd51082291.bundle	-2506589769170866540	rail_ar_mk4_10fed_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_10fed2_1664d8375d44c0582ed896cd51082291.bundle	-170050783670318870	rail_ar_mk4_10fed_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_10fed2_1664d8375d44c0582ed896cd51082291.bundle	5203068029173270730	rail_ar_mk4_10fed_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_rail_ar_mk4_10fed_73c06a7ed9d43ae4cc749330d8155589.bundle	-3141499965053343685	rail_ar_mk4_10fed_SpecularSmoothness	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_rail_ar_mk4_10fed_73c06a7ed9d43ae4cc749330d8155589.bundle	-2506589769170866540	rail_ar_mk4_10fed_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_10fed_73c06a7ed9d43ae4cc749330d8155589.bundle	-170050783670318870	rail_ar_mk4_10fed_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_10fed_73c06a7ed9d43ae4cc749330d8155589.bundle	5203068029173270730	rail_ar_mk4_10fed_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_rail_ar_mk4_131_173688dd0b4735b3ad1486f69108aef7.bundle	-4934212180537992953	rail_ar_mk4_13_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_131_173688dd0b4735b3ad1486f69108aef7.bundle	-61866802628796839	rail_ar_mk4_13_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_131_173688dd0b4735b3ad1486f69108aef7.bundle	2415799537530181473	rail_ar_mk4_13_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_131_173688dd0b4735b3ad1486f69108aef7.bundle	3929209725883535532	rail_ar_mk4_13_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_rail_ar_mk4_1321_6e63deced448077f7dbe0302d8bebe08.bundle	-7740516131001673179	rail_ar_mk4_13_SpecularSmoothness	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_rail_ar_mk4_1321_6e63deced448077f7dbe0302d8bebe08.bundle	-4934212180537992953	rail_ar_mk4_13_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_1321_6e63deced448077f7dbe0302d8bebe08.bundle	-61866802628796839	rail_ar_mk4_13_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_1321_6e63deced448077f7dbe0302d8bebe08.bundle	3929209725883535532	rail_ar_mk4_13_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_rail_ar_mk4_132_1fc8d534ceca60bb019d28a538aeb55c.bundle	-4934212180537992953	rail_ar_mk4_13_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_132_1fc8d534ceca60bb019d28a538aeb55c.bundle	-61866802628796839	rail_ar_mk4_13_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_132_1fc8d534ceca60bb019d28a538aeb55c.bundle	2415799537530181473	rail_ar_mk4_13_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_13_ce94fae7c54b6a4e985610798cc8306e.bundle	-4934212180537992953	rail_ar_mk4_13_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_13_ce94fae7c54b6a4e985610798cc8306e.bundle	-61866802628796839	rail_ar_mk4_13_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_13_ce94fae7c54b6a4e985610798cc8306e.bundle	3929209725883535532	rail_ar_mk4_13_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_rail_ar_mk4_13_ce94fae7c54b6a4e985610798cc8306e.bundle	4270428215992111459	rail_ar_mk4_13_SpecularSmoothness	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_rail_ar_mk4_151_9712e70c736ed6895a05ced05e2aab60.bundle	-7277120466206578153	rail_ar_mk4_15_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_151_9712e70c736ed6895a05ced05e2aab60.bundle	-1571520519437449516	rail_ar_mk4_15_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_151_9712e70c736ed6895a05ced05e2aab60.bundle	-1145381122665108139	rail_ar_mk4_15_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_rail_ar_mk4_151_9712e70c736ed6895a05ced05e2aab60.bundle	3982796221357958670	rail_ar_mk4_15_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_1521_d2cfe7722a7ffcbef8381df989205126.bundle	-7277120466206578153	rail_ar_mk4_15_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_1521_d2cfe7722a7ffcbef8381df989205126.bundle	-1571520519437449516	rail_ar_mk4_15_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_1521_d2cfe7722a7ffcbef8381df989205126.bundle	3982796221357958670	rail_ar_mk4_15_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_152_041d7b5331555ed7337c8a1e2bcbe3a5.bundle	-7277120466206578153	rail_ar_mk4_15_MaskMap	256	256	DXT5	9	1	87408
weaponmodmaterials_assets_rail_ar_mk4_152_041d7b5331555ed7337c8a1e2bcbe3a5.bundle	-2331601280166594530	rail_ar_mk4_15_SpecularSmoothness	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_rail_ar_mk4_152_041d7b5331555ed7337c8a1e2bcbe3a5.bundle	-1571520519437449516	rail_ar_mk4_15_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_rail_ar_mk4_152_041d7b5331555ed7337c8a1e2bcbe3a5.bundle	-1145381122665108139	rail_ar_mk4_15_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_rail_ar_mk4_15_96d7e705190e792224ecc1aa8e67cdb8.bundle	-7277120466206578153	rail_ar_mk4_15_MaskMap	256	256	DXT5	9	1	87408
